FamilyTypeName,FamilyCategory,TypeDescription,FamilyName,Articule,ApparentLoad,LightFlux,TemperatureColor,PhotometricWeb,"Кп светового потока, %",CRI,"Длина, мм","Ширина, мм","Высота, мм","Масса, кг",IP,Вид клим. исполнения,"Тэксп. мин, °С","Тэксп. макс, °С","Uпит АС мин, В","Uпит АС макс, В","Uпит АС мин, В","Uпит АС макс, В","Коэф. мощности драйвера, ?",FamilyPath
L-school 32/30/Д/4.0К Standart EM,Для образовательных учреждений,"Светильник L-school 32 Standart предназначен для установки в образовательных, медицинских и других общественных учреждениях.",L-office,1.22E+14,30,3330,4000,Д,?1,85,1200,200,56.5,1.7,20,УХЛ 4.2,10,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 32/30/Д/5.0К Standart,Для образовательных учреждений,"Светильник L-school 32 Standart предназначен для установки в образовательных, медицинских и других общественных учреждениях.",L-office,1.22E+14,30,3850,5000,Д,?1,85,1200,200,56.5,1.7,20,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 32/30/Д/5.0К Standart EM,Для образовательных учреждений,"Светильник L-school 32 Standart предназначен для установки в образовательных, медицинских и других общественных учреждениях.",L-office,1.22E+14,30,3330,5000,Д,?1,85,1200,200,56.5,1.7,20,УХЛ 4.2,10,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 32/30/Д/4.0К Standart IP54,Для образовательных учреждений,"Светильник L-school 32 Standart предназначен для установки в образовательных, медицинских и других общественных учреждениях.",L-office,1.22E+14,30,3850,4000,Д,?1,85,1200,200,56.5,1.7,54,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 32/30/Д/5.0К Standart IP54,Для образовательных учреждений,"Светильник L-school 32 Standart предназначен для установки в образовательных, медицинских и других общественных учреждениях.",L-office,1.22E+14,30,3850,5000,Д,?1,85,1200,200,56.5,1.7,54,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 55/50/Д/4.0К Standart,Для образовательных учреждений,"Светильник L-school 55 Standart предназначен для установки в помещениях с высокими требованиями к освещенности (медицинские и образовательные учреждения, торговые центры, помещения административного назначения и т.д.).",L-office,1.23E+14,50,5550,4000,Д,?1,85,1200,200,56.5,1.7,20,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 55/50/Д/4.0К Standart EM,Для образовательных учреждений,"Светильник L-school 55 Standart предназначен для установки в помещениях с высокими требованиями к освещенности (медицинские и образовательные учреждения, торговые центры, помещения административного назначения и т.д.).",L-office,1.23E+14,50,5644,4000,Д,?1,85,1200,200,56.5,1.7,20,УХЛ 4.2,10,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 55/50/Д/5.0К Standart,Для образовательных учреждений,"Светильник L-school 55 Standart предназначен для установки в помещениях с высокими требованиями к освещенности (медицинские и образовательные учреждения, торговые центры, помещения административного назначения и т.д.).",L-office,1.23E+14,50,5550,5000,Д,?1,85,1200,200,56.5,1.7,20,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 55/50/Д/5.0К Standart EM,Для образовательных учреждений,"Светильник L-school 55 Standart предназначен для установки в помещениях с высокими требованиями к освещенности (медицинские и образовательные учреждения, торговые центры, помещения административного назначения и т.д.).",L-office,1.23E+14,50,5644,5000,Д,?1,85,1200,200,56.5,1.7,20,УХЛ 4.2,10,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 55/50/Д/4.0К Standart IP54,Для образовательных учреждений,"Светильник L-school 55 Standart предназначен для установки в помещениях с высокими требованиями к освещенности (медицинские и образовательные учреждения, торговые центры, помещения административного назначения и т.д.).",L-office,1.23E+14,50,5550,4000,Д,?1,85,1200,200,56.5,1.7,54,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 55/50/Д/5.0К Standart IP54,Для образовательных учреждений,"Светильник L-school 55 Standart предназначен для установки в помещениях с высокими требованиями к освещенности (медицинские и образовательные учреждения, торговые центры, помещения административного назначения и т.д.).",L-office,1.23E+14,50,5550,5000,Д,?1,85,1200,200,56.5,1.7,54,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 16/15/Д/4.0К Premium,Для образовательных учреждений,"Светильник L-school 16 Premium предназначен для установки в школах, больницах, и других общественных помещениях (офисы, кабинеты, торговые залы).",L-office,1.24E+14,15,1750,4000,Д,?1,85,595,200,56.5,1,20,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 16/15/Д/4.0К Premium EM,Для образовательных учреждений,"Светильник L-school 16 Premium предназначен для установки в школах, больницах, и других общественных помещениях (офисы, кабинеты, торговые залы).",L-office,1.24E+14,15,1720,4000,Д,?1,85,595,200,56.5,1,20,УХЛ 4.2,10,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-school 16/15/Д/5.0К Premium,Для образовательных учреждений,"Светильник L-school 16 Premium предназначен для установки в школах, больницах, и других общественных помещениях (офисы, кабинеты, торговые залы).",L-office,1.24E+14,15,1750,5000,Д,?1,85,595,200,56.5,1,20,УХЛ 4,1,35,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
